ticker,name,entry_price,stop_loss_price,shares,risk_per_share,max_loss,note
300502.sz,新易盛,446.29,401.66,100,44.63,4462.9,squeeze | 動能:73.16
300308.sz,中際旭創,598.85,538.96,100,59.88,5988.5,squeeze | 動能:64.38
301396.sz,智迪科技,158.02,142.22,100,15.8,1580.2,squeeze | 動能:50.37
300750.sz,寧德時代,406.12,365.51,100,40.61,4061.2,squeeze | 動能:42.33
301306.sz,西測測試,144.99,130.49,100,14.5,1449.9,squeeze | 動能:39.66
