Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-28 00:00:00-04:00,11.25,12.449999809265137,10.649999618530273,11.53499984741211,143627,0.0,0.0
2025-03-31 00:00:00-04:00,10.949999809265137,10.949999809265137,9.765000343322754,10.5,30540,0.0,0.0
2025-04-01 00:00:00-04:00,10.1850004196167,10.800000190734863,9.975000381469727,10.649999618530273,9640,0.0,0.0
2025-04-02 00:00:00-04:00,10.199999809265137,10.649999618530273,10.199999809265137,10.649999618530273,7140,0.0,0.0
2025-04-03 00:00:00-04:00,10.050000190734863,11.819999694824219,9.975000381469727,11.145000457763672,41140,0.0,0.0
2025-04-04 00:00:00-04:00,10.050000190734863,10.574999809265137,9.75,10.199999809265137,21847,0.0,0.0
2025-04-07 00:00:00-04:00,9.479999542236328,9.75,9.0,9.164999961853027,10247,0.0,0.0
2025-04-08 00:00:00-04:00,9.375,9.75,9.0,9.449999809265137,6207,0.0,0.0
2025-04-09 00:00:00-04:00,8.850000381469727,9.600000381469727,8.699999809265137,9.149999618530273,11747,0.0,0.0
2025-04-10 00:00:00-04:00,9.359999656677246,9.449999809265137,8.699999809265137,8.774999618530273,5967,0.0,0.0
2025-04-11 00:00:00-04:00,8.71500015258789,9.225000381469727,7.965000152587891,7.980000019073486,9540,0.0,0.0
2025-04-14 00:00:00-04:00,8.399999618530273,11.399999618530273,8.399999618530273,9.75,577753,0.0,0.0
2025-04-15 00:00:00-04:00,13.949999809265137,16.350000381469727,11.625,13.890000343322754,5068340,0.0,0.0
2025-04-16 00:00:00-04:00,12.930000305175781,12.930000305175781,10.5,10.755000114440918,169673,0.0,0.0
2025-04-17 00:00:00-04:00,10.109999656677246,11.954999923706055,9.960000038146973,11.399999618530273,52940,0.0,0.0
2025-04-21 00:00:00-04:00,10.484999656677246,11.550000190734863,9.795000076293945,10.994999885559082,39980,0.0,0.0
2025-04-22 00:00:00-04:00,10.664999961853027,10.755000114440918,10.050000190734863,10.5,22620,0.0,0.0
2025-04-23 00:00:00-04:00,10.21500015258789,10.725000381469727,10.1850004196167,10.1850004196167,15487,0.0,0.0
2025-04-24 00:00:00-04:00,10.364999771118164,11.699999809265137,10.050000190734863,11.670000076293945,43373,0.0,0.0
2025-04-25 00:00:00-04:00,11.625,11.670000076293945,11.100000381469727,11.399999618530273,23660,0.0,0.0
2025-04-28 00:00:00-04:00,11.295000076293945,11.550000190734863,9.899999618530273,10.40999984741211,28640,0.0,0.0
2025-04-29 00:00:00-04:00,10.305000305175781,10.694999694824219,9.75,10.050000190734863,20680,0.0,0.0
2025-04-30 00:00:00-04:00,10.050000190734863,10.5,9.84000015258789,10.020000457763672,8860,0.0,0.0
2025-05-01 00:00:00-04:00,9.899999618530273,10.949999809265137,9.899999618530273,10.649999618530273,10780,0.0,0.0
2025-05-02 00:00:00-04:00,10.5,10.800000190734863,10.050000190734863,10.305000305175781,13887,0.0,0.0
2025-05-05 00:00:00-04:00,10.109999656677246,10.649999618530273,10.109999656677246,10.199999809265137,4700,0.0,0.0
2025-05-06 00:00:00-04:00,10.0649995803833,10.529999732971191,10.0649995803833,10.335000038146973,4047,0.0,0.0
2025-05-07 00:00:00-04:00,10.140000343322754,10.364999771118164,10.050000190734863,10.140000343322754,6987,0.0,0.0
2025-05-08 00:00:00-04:00,10.425000190734863,10.574999809265137,10.050000190734863,10.350000381469727,7793,0.0,0.0
