Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-28 00:00:00-04:00,147.48067925014684,148.47181282693074,142.84216624657904,143.77383422851562,7715000,0.0,0.0
2025-03-31 00:00:00-04:00,141.50412792035894,144.38831478698094,139.90840244931204,143.83328247070312,7116300,0.0,0.0
2025-04-01 00:00:00-04:00,142.8223340171888,144.81450677686112,140.54272409224035,144.36849975585938,5869500,0.0,0.0
2025-04-02 00:00:00-04:00,142.75293928734934,147.98612231565184,142.56462152568582,146.43995666503906,4904800,0.0,0.0
2025-04-03 00:00:00-04:00,139.74983084261825,140.61211219340447,134.19947690159742,134.30850219726562,11779600,0.0,0.0
2025-04-04 00:00:00-04:00,127.96523844673763,131.28554150465607,122.84108040064712,125.82438659667969,15564000,0.0,0.0
2025-04-07 00:00:00-04:00,123.86193762190845,140.31475750214327,122.64284025787636,131.6720733642578,18941900,0.0,0.0
2025-04-08 00:00:00-04:00,137.18278200816323,139.4524709140217,126.36951263103704,127.81657409667969,16423700,0.0,0.0
2025-04-09 00:00:00-04:00,128.43108535192798,149.6215251815952,127.45977872166422,148.4024200439453,20667300,0.0,0.0
2025-04-10 00:00:00-04:00,140.96891038475093,142.53490309529252,132.3064134634025,137.01429748535156,16290700,0.0,0.0
2025-04-11 00:00:00-04:00,137.3413618215651,144.93343213435594,134.29857503925763,143.65487670898438,10617200,0.0,0.0
2025-04-14 00:00:00-04:00,145.57770511944162,146.390426791099,140.8797265041841,143.24853515625,6835900,0.0,0.0
2025-04-15 00:00:00-04:00,143.68461480162665,145.736253141002,142.9610916310736,144.1603546142578,5259900,0.0,0.0
2025-04-16 00:00:00-04:00,136.59802239329377,139.82911206809848,133.15878803499558,136.96473693847656,9279100,0.0,0.0
2025-04-17 00:00:00-04:00,137.7576439088602,138.41178049318495,135.72581730798981,136.2412109375,6494800,0.0,0.0
2025-04-21 00:00:00-04:00,133.93188257334822,134.80406982067854,131.62253956767654,134.35806274414062,8395300,0.0,0.0
2025-04-22 00:00:00-04:00,135.96366608834077,137.84682853290326,135.11130592342184,137.07374572753906,5222700,0.0,0.0
2025-04-23 00:00:00-04:00,143.56568954547433,146.51926305903683,141.47439731349462,142.30694580078125,7994300,0.0,0.0
2025-04-24 00:00:00-04:00,146.30121688905635,149.06647270631638,144.0612606181701,148.83851623535156,7609200,0.0,0.0
2025-04-25 00:00:00-04:00,146.88598032545,151.25688264992164,146.55890445863614,150.20628356933594,4805200,0.0,0.0
2025-04-28 00:00:00-04:00,149.4530029296875,150.52342884657443,146.20208649625127,149.4530029296875,7052500,0.0,0.0
2025-04-29 00:00:00-04:00,147.6788878460151,149.73054139953007,146.5985559873848,148.22401428222656,5721300,0.0,0.0
2025-04-30 00:00:00-04:00,144.6757405989672,149.70077896824066,143.42691798539812,149.37371826171875,7273600,0.0,0.0
2025-05-01 00:00:00-04:00,150.295482209819,150.92980704013002,147.42120113073713,147.63925170898438,6732000,0.0,0.0
2025-05-02 00:00:00-04:00,151.43527671248023,155.31061222224415,151.33617243926042,153.7248077392578,6083200,0.0,0.0
2025-05-05 00:00:00-04:00,152.74356904165958,155.25113533645128,152.48587980184342,153.2391357421875,4069300,0.0,0.0
2025-05-06 00:00:00-04:00,150.65227529755288,153.11028187046057,150.5531559091432,151.6731414794922,3471700,0.0,0.0
